day,stage,pop,age_group,process,infected
8,a_a,0,a,a,FALSE
8,q_a,9587.484851970301,a,q,FALSE
8,q_n,0,n,q,FALSE
9,__e,0,e,_,FALSE
9,e_l,0,l,e,FALSE
9,e_n,0,n,e,FALSE
9,a_l,0,l,a,FALSE
9,a_n,0,n,a,FALSE
9,h_l,0,l,h,FALSE
9,q_l,0,l,q,FALSE
9,e_a,0,a,e,FALSE
9,r_a,0,a,r,FALSE
9,a_a,0,a,a,FALSE
9,q_a,9529.959942858479,a,q,FALSE
9,q_n,0,n,q,FALSE
10,__e,0,e,_,FALSE
10,e_l,0,l,e,FALSE
10,e_n,0,n,e,FALSE
10,a_l,0,l,a,FALSE
10,a_n,0,n,a,FALSE
10,h_l,0,l,h,FALSE
10,q_l,0,l,q,FALSE
10,e_a,0,a,e,FALSE
10,r_a,0,a,r,FALSE
10,a_a,0,a,a,FALSE
10,q_a,9472.780183201328,a,q,FALSE
10,q_n,0,n,q,FALSE
11,__e,0,e,_,FALSE
11,e_l,0,l,e,FALSE
11,e_n,0,n,e,FALSE
11,a_l,0,l,a,FALSE
11,a_n,0,n,a,FALSE
11,h_l,0,l,h,FALSE
11,q_l,0,l,q,FALSE
11,e_a,0,a,e,FALSE
11,r_a,0,a,r,FALSE
11,a_a,0,a,a,FALSE
11,q_a,9415.94350210212,a,q,FALSE
11,q_n,0,n,q,FALSE
12,__e,0,e,_,FALSE
12,e_l,0,l,e,FALSE
12,e_n,0,n,e,FALSE
12,a_l,0,l,a,FALSE
12,a_n,0,n,a,FALSE
12,h_l,0,l,h,FALSE
12,q_l,0,l,q,FALSE
12,e_a,0,a,e,FALSE
12,r_a,0,a,r,FALSE
12,a_a,0,a,a,FALSE
12,q_a,9359.447841089508,a,q,FALSE
12,q_n,0,n,q,FALSE
13,__e,0,e,_,FALSE
13,e_l,0,l,e,FALSE
13,e_n,0,n,e,FALSE
13,a_l,0,l,a,FALSE
13,a_n,0,n,a,FALSE
13,h_l,0,l,h,FALSE
13,q_l,0,l,q,FALSE
13,e_a,0,a,e,FALSE
13,r_a,0,a,r,FALSE
13,a_a,0,a,a,FALSE
13,q_a,9303.29115404297,a,q,FALSE
13,q_n,0,n,q,FALSE
14,__e,0,e,_,FALSE
14,e_l,0,l,e,FALSE
14,e_n,0,n,e,FALSE
14,a_l,0,l,a,FALSE
14,a_n,0,n,a,FALSE
14,h_l,0,l,h,FALSE
14,q_l,0,l,q,FALSE
14,e_a,0,a,e,FALSE
14,r_a,0,a,r,FALSE
14,a_a,0,a,a,FALSE
14,q_a,9247.471407118712,a,q,FALSE
14,q_n,0,n,q,FALSE
15,__e,0,e,_,FALSE
15,e_l,0,l,e,FALSE
15,e_n,0,n,e,FALSE
15,a_l,0,l,a,FALSE
15,a_n,0,n,a,FALSE
15,h_l,0,l,h,FALSE
15,q_l,0,l,q,FALSE
15,e_a,0,a,e,FALSE
15,r_a,0,a,r,FALSE
15,a_a,0,a,a,FALSE
15,q_a,9191.986578676,a,q,FALSE
15,q_n,0,n,q,FALSE
16,__e,0,e,_,FALSE
16,e_l,0,l,e,FALSE
16,e_n,0,n,e,FALSE
16,a_l,0,l,a,FALSE
16,a_n,0,n,a,FALSE
16,h_l,0,l,h,FALSE
16,q_l,0,l,q,FALSE
16,e_a,0,a,e,FALSE
16,r_a,0,a,r,FALSE
16,a_a,0,a,a,FALSE
16,q_a,9136.834659203943,a,q,FALSE
16,q_n,0,n,q,FALSE
17,__e,0,e,_,FALSE
17,e_l,0,l,e,FALSE
17,e_n,0,n,e,FALSE
17,a_l,0,l,a,FALSE
17,a_n,0,n,a,FALSE
17,h_l,0,l,h,FALSE
17,q_l,0,l,q,FALSE
17,e_a,0,a,e,FALSE
17,r_a,0,a,r,FALSE
17,a_a,0,a,a,FALSE
17,q_a,9082.013651248719,a,q,FALSE
17,q_n,0,n,q,FALSE
18,__e,0,e,_,FALSE
18,e_l,0,l,e,FALSE
18,e_n,0,n,e,FALSE
18,a_l,0,l,a,FALSE
18,a_n,0,n,a,FALSE
18,h_l,0,l,h,FALSE
18,q_l,0,l,q,FALSE
18,e_a,0,a,e,FALSE
18,r_a,0,a,r,FALSE
18,a_a,0,a,a,FALSE
18,q_a,9027.521569341226,a,q,FALSE
18,q_n,0,n,q,FALSE
19,__e,0,e,_,FALSE
19,e_l,0,l,e,FALSE
19,e_n,0,n,e,FALSE
19,a_l,0,l,a,FALSE
19,a_n,0,n,a,FALSE
19,h_l,0,l,h,FALSE
19,q_l,0,l,q,FALSE
19,e_a,0,a,e,FALSE
19,r_a,0,a,r,FALSE
19,a_a,0,a,a,FALSE
19,q_a,8973.356439925179,a,q,FALSE
19,q_n,0,n,q,FALSE
20,__e,0,e,_,FALSE
20,e_l,0,l,e,FALSE
20,e_n,0,n,e,FALSE
20,a_l,0,l,a,FALSE
20,a_n,0,n,a,FALSE
20,h_l,0,l,h,FALSE
20,q_l,0,l,q,FALSE
20,e_a,0,a,e,FALSE
20,r_a,0,a,r,FALSE
20,a_a,0,a,a,FALSE
20,q_a,8919.516301285628,a,q,FALSE
20,q_n,0,n,q,FALSE
21,__e,0,e,_,FALSE
21,e_l,0,l,e,FALSE
21,e_n,0,n,e,FALSE
21,a_l,0,l,a,FALSE
21,a_n,0,n,a,FALSE
21,h_l,0,l,h,FALSE
21,q_l,0,l,q,FALSE
21,e_a,0,a,e,FALSE
21,r_a,0,a,r,FALSE
21,a_a,0,a,a,FALSE
21,q_a,8865.999203477915,a,q,FALSE
21,q_n,0,n,q,FALSE
22,__e,0,e,_,FALSE
22,e_l,0,l,e,FALSE
22,e_n,0,n,e,FALSE
22,a_l,0,l,a,FALSE
22,a_n,0,n,a,FALSE
22,h_l,0,l,h,FALSE
22,q_l,0,l,q,FALSE
22,e_a,0,a,e,FALSE
22,r_a,0,a,r,FALSE
22,a_a,0,a,a,FALSE
22,q_a,8812.803208257048,a,q,FALSE
22,q_n,0,n,q,FALSE
23,__e,0,e,_,FALSE
23,e_l,0,l,e,FALSE
23,e_n,0,n,e,FALSE
23,a_l,0,l,a,FALSE
23,a_n,0,n,a,FALSE
23,h_l,0,l,h,FALSE
23,q_l,0,l,q,FALSE
23,e_a,0,a,e,FALSE
23,r_a,0,a,r,FALSE
23,a_a,0,a,a,FALSE
23,q_a,8759.926389007505,a,q,FALSE
23,q_n,0,n,q,FALSE
24,__e,0,e,_,FALSE
24,e_l,0,l,e,FALSE
24,e_n,0,n,e,FALSE
24,a_l,0,l,a,FALSE
24,a_n,0,n,a,FALSE
24,h_l,0,l,h,FALSE
24,q_l,0,l,q,FALSE
24,e_a,0,a,e,FALSE
24,r_a,0,a,r,FALSE
24,a_a,0,a,a,FALSE
24,q_a,8707.36683067346,a,q,FALSE
24,q_n,0,n,q,FALSE
25,__e,0,e,_,FALSE
25,e_l,0,l,e,FALSE
25,e_n,0,n,e,FALSE
25,a_l,0,l,a,FALSE
25,a_n,0,n,a,FALSE
25,h_l,0,l,h,FALSE
25,q_l,0,l,q,FALSE
25,e_a,0,a,e,FALSE
25,r_a,0,a,r,FALSE
25,a_a,0,a,a,FALSE
25,q_a,8655.122629689418,a,q,FALSE
25,q_n,0,n,q,FALSE
26,__e,0,e,_,FALSE
26,e_l,0,l,e,FALSE
26,e_n,0,n,e,FALSE
26,a_l,0,l,a,FALSE
26,a_n,0,n,a,FALSE
26,h_l,0,l,h,FALSE
26,q_l,0,l,q,FALSE
26,e_a,0,a,e,FALSE
26,r_a,0,a,r,FALSE
26,a_a,0,a,a,FALSE
26,q_a,8603.191893911282,a,q,FALSE
26,q_n,0,n,q,FALSE
27,__e,0,e,_,FALSE
27,e_l,0,l,e,FALSE
27,e_n,0,n,e,FALSE
27,a_l,0,l,a,FALSE
27,a_n,0,n,a,FALSE
27,h_l,0,l,h,FALSE
27,q_l,0,l,q,FALSE
27,e_a,0,a,e,FALSE
27,r_a,0,a,r,FALSE
27,a_a,0,a,a,FALSE
27,q_a,8551.572742547814,a,q,FALSE
27,q_n,0,n,q,FALSE
28,__e,0,e,_,FALSE
28,e_l,0,l,e,FALSE
28,e_n,0,n,e,FALSE
28,a_l,0,l,a,FALSE
28,a_n,0,n,a,FALSE
28,h_l,0,l,h,FALSE
28,q_l,0,l,q,FALSE
28,e_a,0,a,e,FALSE
28,r_a,0,a,r,FALSE
28,a_a,0,a,a,FALSE
28,q_a,8500.263306092527,a,q,FALSE
28,q_n,0,n,q,FALSE
29,__e,0,e,_,FALSE
29,e_l,0,l,e,FALSE
29,e_n,0,n,e,FALSE
29,a_l,0,l,a,FALSE
29,a_n,0,n,a,FALSE
29,h_l,0,l,h,FALSE
29,q_l,0,l,q,FALSE
29,e_a,0,a,e,FALSE
29,r_a,0,a,r,FALSE
29,a_a,0,a,a,FALSE
29,q_a,8449.261726255972,a,q,FALSE
29,q_n,0,n,q,FALSE
30,__e,0,e,_,FALSE
30,e_l,0,l,e,FALSE
30,e_n,0,n,e,FALSE
30,a_l,0,l,a,FALSE
30,a_n,0,n,a,FALSE
30,h_l,0,l,h,FALSE
30,q_l,0,l,q,FALSE
30,e_a,0,a,e,FALSE
30,r_a,0,a,r,FALSE
30,a_a,0,a,a,FALSE
30,q_a,8398.566155898436,a,q,FALSE
30,q_n,0,n,q,FALSE
31,__e,0,e,_,FALSE
31,e_l,0,l,e,FALSE
31,e_n,0,n,e,FALSE
31,a_l,0,l,a,FALSE
31,a_n,0,n,a,FALSE
31,h_l,0,l,h,FALSE
31,q_l,0,l,q,FALSE
31,e_a,0,a,e,FALSE
31,r_a,0,a,r,FALSE
31,a_a,0,a,a,FALSE
31,q_a,8348.174758963045,a,q,FALSE
31,q_n,0,n,q,FALSE
32,__e,0,e,_,FALSE
32,e_l,0,l,e,FALSE
32,e_n,0,n,e,FALSE
32,a_l,0,l,a,FALSE
32,a_n,0,n,a,FALSE
32,h_l,0,l,h,FALSE
32,q_l,0,l,q,FALSE
32,e_a,0,a,e,FALSE
32,r_a,0,a,r,FALSE
32,a_a,0,a,a,FALSE
32,q_a,8298.085710409267,a,q,FALSE
32,q_n,0,n,q,FALSE
33,__e,0,e,_,FALSE
33,e_l,0,l,e,FALSE
33,e_n,0,n,e,FALSE
33,a_l,0,l,a,FALSE
33,a_n,0,n,a,FALSE
33,h_l,0,l,h,FALSE
33,q_l,0,l,q,FALSE
33,e_a,0,a,e,FALSE
33,r_a,0,a,r,FALSE
33,a_a,0,a,a,FALSE
33,q_a,8248.29719614681,a,q,FALSE
33,q_n,0,n,q,FALSE
34,__e,0,e,_,FALSE
34,e_l,0,l,e,FALSE
34,e_n,0,n,e,FALSE
34,a_l,0,l,a,FALSE
34,a_n,0,n,a,FALSE
34,h_l,0,l,h,FALSE
34,q_l,0,l,q,FALSE
34,e_a,0,a,e,FALSE
34,r_a,0,a,r,FALSE
34,a_a,0,a,a,FALSE
34,q_a,8198.807412969929,a,q,FALSE
34,q_n,0,n,q,FALSE
35,__e,0,e,_,FALSE
35,e_l,0,l,e,FALSE
35,e_n,0,n,e,FALSE
35,a_l,0,l,a,FALSE
35,a_n,0,n,a,FALSE
35,h_l,0,l,h,FALSE
35,q_l,0,l,q,FALSE
35,e_a,0,a,e,FALSE
35,r_a,0,a,r,FALSE
35,a_a,0,a,a,FALSE
35,q_a,8149.614568492109,a,q,FALSE
35,q_n,0,n,q,FALSE
36,__e,0,e,_,FALSE
36,e_l,0,l,e,FALSE
36,e_n,0,n,e,FALSE
36,a_l,0,l,a,FALSE
36,a_n,0,n,a,FALSE
36,h_l,0,l,h,FALSE
36,q_l,0,l,q,FALSE
36,e_a,0,a,e,FALSE
36,r_a,0,a,r,FALSE
36,a_a,0,a,a,FALSE
36,q_a,8100.716881081156,a,q,FALSE
36,q_n,0,n,q,FALSE
37,__e,0,e,_,FALSE
37,e_l,0,l,e,FALSE
37,e_n,0,n,e,FALSE
37,a_l,0,l,a,FALSE
37,a_n,0,n,a,FALSE
37,h_l,0,l,h,FALSE
37,q_l,0,l,q,FALSE
37,e_a,0,a,e,FALSE
37,r_a,0,a,r,FALSE
37,a_a,0,a,a,FALSE
37,q_a,8052.11257979467,a,q,FALSE
37,q_n,0,n,q,FALSE
38,__e,0,e,_,FALSE
38,e_l,0,l,e,FALSE
38,e_n,0,n,e,FALSE
38,a_l,0,l,a,FALSE
38,a_n,0,n,a,FALSE
38,h_l,0,l,h,FALSE
38,q_l,0,l,q,FALSE
38,e_a,0,a,e,FALSE
38,r_a,0,a,r,FALSE
38,a_a,0,a,a,FALSE
38,q_a,8003.799904315902,a,q,FALSE
38,q_n,0,n,q,FALSE
39,__e,0,e,_,FALSE
39,e_l,0,l,e,FALSE
39,e_n,0,n,e,FALSE
39,a_l,0,l,a,FALSE
39,a_n,0,n,a,FALSE
39,h_l,0,l,h,FALSE
39,q_l,0,l,q,FALSE
39,e_a,0,a,e,FALSE
39,r_a,0,a,r,FALSE
39,a_a,0,a,a,FALSE
39,q_a,7955.777104890006,a,q,FALSE
39,q_n,0,n,q,FALSE
40,__e,0,e,_,FALSE
40,e_l,0,l,e,FALSE
40,e_n,0,n,e,FALSE
40,a_l,0,l,a,FALSE
40,a_n,0,n,a,FALSE
40,h_l,0,l,h,FALSE
40,q_l,0,l,q,FALSE
40,e_a,0,a,e,FALSE
40,r_a,0,a,r,FALSE
40,a_a,0,a,a,FALSE
40,q_a,7908.042442260666,a,q,FALSE
40,q_n,0,n,q,FALSE
41,__e,0,e,_,FALSE
41,e_l,0,l,e,FALSE
41,e_n,0,n,e,FALSE
41,a_l,0,l,a,FALSE
41,a_n,0,n,a,FALSE
41,h_l,0,l,h,FALSE
41,q_l,0,l,q,FALSE
41,e_a,0,a,e,FALSE
41,r_a,0,a,r,FALSE
41,a_a,0,a,a,FALSE
41,q_a,7860.594187607102,a,q,FALSE
41,q_n,0,n,q,FALSE
42,__e,0,e,_,FALSE
42,e_l,0,l,e,FALSE
42,e_n,0,n,e,FALSE
42,a_l,0,l,a,FALSE
42,a_n,0,n,a,FALSE
42,h_l,0,l,h,FALSE
42,q_l,0,l,q,FALSE
42,e_a,0,a,e,FALSE
42,r_a,0,a,r,FALSE
42,a_a,0,a,a,FALSE
42,q_a,7813.430622481459,a,q,FALSE
42,q_n,0,n,q,FALSE
43,__e,0,e,_,FALSE
43,e_l,0,l,e,FALSE
43,e_n,0,n,e,FALSE
43,a_l,0,l,a,FALSE
43,a_n,0,n,a,FALSE
43,h_l,0,l,h,FALSE
43,q_l,0,l,q,FALSE
43,e_a,0,a,e,FALSE
43,r_a,0,a,r,FALSE
43,a_a,0,a,a,FALSE
43,q_a,7766.55003874657,a,q,FALSE
43,q_n,0,n,q,FALSE
44,__e,0,e,_,FALSE
44,e_l,0,l,e,FALSE
44,e_n,0,n,e,FALSE
44,a_l,0,l,a,FALSE
44,a_n,0,n,a,FALSE
44,h_l,0,l,h,FALSE
44,q_l,0,l,q,FALSE
44,e_a,0,a,e,FALSE
44,r_a,0,a,r,FALSE
44,a_a,0,a,a,FALSE
44,q_a,7719.9507385140905,a,q,FALSE
44,q_n,0,n,q,FALSE
45,__e,0,e,_,FALSE
45,e_l,0,l,e,FALSE
45,e_n,0,n,e,FALSE
45,a_l,0,l,a,FALSE
45,a_n,0,n,a,FALSE
45,h_l,0,l,h,FALSE
45,q_l,0,l,q,FALSE
45,e_a,0,a,e,FALSE
45,r_a,0,a,r,FALSE
45,a_a,0,a,a,FALSE
45,q_a,7673.631034083006,a,q,FALSE
45,q_n,0,n,q,FALSE
46,__e,0,e,_,FALSE
46,e_l,0,l,e,FALSE
46,e_n,0,n,e,FALSE
46,a_l,0,l,a,FALSE
46,a_n,0,n,a,FALSE
46,h_l,0,l,h,FALSE
46,q_l,0,l,q,FALSE
46,e_a,0,a,e,FALSE
46,r_a,0,a,r,FALSE
46,a_a,0,a,a,FALSE
46,q_a,7627.589247878508,a,q,FALSE
46,q_n,0,n,q,FALSE
47,__e,0,e,_,FALSE
47,e_l,0,l,e,FALSE
47,e_n,0,n,e,FALSE
47,a_l,0,l,a,FALSE
47,a_n,0,n,a,FALSE
47,h_l,0,l,h,FALSE
47,q_l,0,l,q,FALSE
47,e_a,0,a,e,FALSE
47,r_a,0,a,r,FALSE
47,a_a,0,a,a,FALSE
47,q_a,7581.823712391237,a,q,FALSE
47,q_n,0,n,q,FALSE
48,__e,0,e,_,FALSE
48,e_l,0,l,e,FALSE
48,e_n,0,n,e,FALSE
48,a_l,0,l,a,FALSE
48,a_n,0,n,a,FALSE
48,h_l,0,l,h,FALSE
48,q_l,0,l,q,FALSE
48,e_a,0,a,e,FALSE
48,r_a,0,a,r,FALSE
48,a_a,0,a,a,FALSE
48,q_a,7536.332770116889,a,q,FALSE
48,q_n,0,n,q,FALSE
49,__e,0,e,_,FALSE
49,e_l,0,l,e,FALSE
49,e_n,0,n,e,FALSE
49,a_l,0,l,a,FALSE
49,a_n,0,n,a,FALSE
49,h_l,0,l,h,FALSE
49,q_l,0,l,q,FALSE
49,e_a,0,a,e,FALSE
49,r_a,0,a,r,FALSE
49,a_a,0,a,a,FALSE
49,q_a,7491.114773496188,a,q,FALSE
49,q_n,0,n,q,FALSE
50,__e,0,e,_,FALSE
50,e_l,0,l,e,FALSE
50,e_n,0,n,e,FALSE
50,a_l,0,l,a,FALSE
50,a_n,0,n,a,FALSE
50,h_l,0,l,h,FALSE
50,q_l,0,l,q,FALSE
50,e_a,0,a,e,FALSE
50,r_a,0,a,r,FALSE
50,a_a,0,a,a,FALSE
50,q_a,7446.1680848552105,a,q,FALSE
50,q_n,0,n,q,FALSE
51,__e,0,e,_,FALSE
51,e_l,0,l,e,FALSE
51,e_n,0,n,e,FALSE
51,a_l,0,l,a,FALSE
51,a_n,0,n,a,FALSE
51,h_l,0,l,h,FALSE
51,q_l,0,l,q,FALSE
51,e_a,0,a,e,FALSE
51,r_a,0,a,r,FALSE
51,a_a,0,a,a,FALSE
51,q_a,7401.491076346079,a,q,FALSE
51,q_n,0,n,q,FALSE
52,__e,0,e,_,FALSE
52,e_l,0,l,e,FALSE
52,e_n,0,n,e,FALSE
52,a_l,0,l,a,FALSE
52,a_n,0,n,a,FALSE
52,h_l,0,l,h,FALSE
52,q_l,0,l,q,FALSE
52,e_a,0,a,e,FALSE
52,r_a,0,a,r,FALSE
52,a_a,0,a,a,FALSE
52,q_a,7357.082129888003,a,q,FALSE
52,q_n,0,n,q,FALSE
53,__e,0,e,_,FALSE
53,e_l,0,l,e,FALSE
53,e_n,0,n,e,FALSE
53,a_l,0,l,a,FALSE
53,a_n,0,n,a,FALSE
53,h_l,0,l,h,FALSE
53,q_l,0,l,q,FALSE
53,e_a,0,a,e,FALSE
53,r_a,0,a,r,FALSE
53,a_a,0,a,a,FALSE
53,q_a,7312.939637108675,a,q,FALSE
53,q_n,0,n,q,FALSE
54,__e,0,e,_,FALSE
54,e_l,0,l,e,FALSE
54,e_n,0,n,e,FALSE
54,a_l,0,l,a,FALSE
54,a_n,0,n,a,FALSE
54,h_l,0,l,h,FALSE
54,q_l,0,l,q,FALSE
54,e_a,0,a,e,FALSE
54,r_a,0,a,r,FALSE
54,a_a,0,a,a,FALSE
54,q_a,7269.061999286023,a,q,FALSE
54,q_n,0,n,q,FALSE
55,__e,0,e,_,FALSE
55,e_l,0,l,e,FALSE
55,e_n,0,n,e,FALSE
55,a_l,0,l,a,FALSE
55,a_n,0,n,a,FALSE
55,h_l,0,l,h,FALSE
55,q_l,0,l,q,FALSE
55,e_a,0,a,e,FALSE
55,r_a,0,a,r,FALSE
55,a_a,0,a,a,FALSE
55,q_a,7225.447627290307,a,q,FALSE
55,q_n,0,n,q,FALSE
56,__e,0,e,_,FALSE
56,e_l,0,l,e,FALSE
56,e_n,0,n,e,FALSE
56,a_l,0,l,a,FALSE
56,a_n,0,n,a,FALSE
56,h_l,0,l,h,FALSE
56,q_l,0,l,q,FALSE
56,e_a,0,a,e,FALSE
56,r_a,0,a,r,FALSE
56,a_a,0,a,a,FALSE
56,q_a,7182.094941526565,a,q,FALSE
56,q_n,0,n,q,FALSE
57,__e,0,e,_,FALSE
57,e_l,0,l,e,FALSE
57,e_n,0,n,e,FALSE
57,a_l,0,l,a,FALSE
57,a_n,0,n,a,FALSE
57,h_l,0,l,h,FALSE
57,q_l,0,l,q,FALSE
57,e_a,0,a,e,FALSE
57,r_a,0,a,r,FALSE
57,a_a,0,a,a,FALSE
57,q_a,7139.0023718774055,a,q,FALSE
57,q_n,0,n,q,FALSE
58,__e,0,e,_,FALSE
58,e_l,0,l,e,FALSE
58,e_n,0,n,e,FALSE
58,a_l,0,l,a,FALSE
58,a_n,0,n,a,FALSE
58,h_l,0,l,h,FALSE
58,q_l,0,l,q,FALSE
58,e_a,0,a,e,FALSE
58,r_a,0,a,r,FALSE
58,a_a,0,a,a,FALSE
58,q_a,7096.168357646141,a,q,FALSE
58,q_n,0,n,q,FALSE
59,__e,0,e,_,FALSE
59,e_l,0,l,e,FALSE
59,e_n,0,n,e,FALSE
59,a_l,0,l,a,FALSE
59,a_n,0,n,a,FALSE
59,h_l,0,l,h,FALSE
59,q_l,0,l,q,FALSE
59,e_a,0,a,e,FALSE
59,r_a,0,a,r,FALSE
59,a_a,0,a,a,FALSE
59,q_a,7053.591347500264,a,q,FALSE
59,q_n,0,n,q,FALSE
60,__e,0,e,_,FALSE
60,e_l,0,l,e,FALSE
60,e_n,0,n,e,FALSE
60,a_l,0,l,a,FALSE
60,a_n,0,n,a,FALSE
60,h_l,0,l,h,FALSE
60,q_l,0,l,q,FALSE
60,e_a,0,a,e,FALSE
60,r_a,0,a,r,FALSE
60,a_a,0,a,a,FALSE
60,q_a,7011.269799415263,a,q,FALSE
60,q_n,0,n,q,FALSE
61,__e,0,e,_,FALSE
61,e_l,0,l,e,FALSE
61,e_n,0,n,e,FALSE
61,a_l,0,l,a,FALSE
61,a_n,0,n,a,FALSE
61,h_l,0,l,h,FALSE
61,q_l,0,l,q,FALSE
61,e_a,0,a,e,FALSE
61,r_a,0,a,r,FALSE
61,a_a,0,a,a,FALSE
61,q_a,6969.202180618771,a,q,FALSE
61,q_n,0,n,q,FALSE
62,__e,0,e,_,FALSE
62,e_l,0,l,e,FALSE
62,e_n,0,n,e,FALSE
62,a_l,0,l,a,FALSE
62,a_n,0,n,a,FALSE
62,h_l,0,l,h,FALSE
62,q_l,0,l,q,FALSE
62,e_a,0,a,e,FALSE
62,r_a,0,a,r,FALSE
62,a_a,0,a,a,FALSE
62,q_a,6927.386967535059,a,q,FALSE
62,q_n,0,n,q,FALSE
63,__e,0,e,_,FALSE
63,e_l,0,l,e,FALSE
63,e_n,0,n,e,FALSE
63,a_l,0,l,a,FALSE
63,a_n,0,n,a,FALSE
63,h_l,0,l,h,FALSE
63,q_l,0,l,q,FALSE
63,e_a,0,a,e,FALSE
63,r_a,0,a,r,FALSE
63,a_a,0,a,a,FALSE
63,q_a,6885.822645729849,a,q,FALSE
63,q_n,0,n,q,FALSE
64,__e,0,e,_,FALSE
64,e_l,0,l,e,FALSE
64,e_n,0,n,e,FALSE
64,a_l,0,l,a,FALSE
64,a_n,0,n,a,FALSE
64,h_l,0,l,h,FALSE
64,q_l,0,l,q,FALSE
64,e_a,0,a,e,FALSE
64,r_a,0,a,r,FALSE
64,a_a,0,a,a,FALSE
64,q_a,6844.507709855469,a,q,FALSE
64,q_n,0,n,q,FALSE
65,__e,0,e,_,FALSE
65,e_l,0,l,e,FALSE
65,e_n,0,n,e,FALSE
65,a_l,0,l,a,FALSE
65,a_n,0,n,a,FALSE
65,h_l,0,l,h,FALSE
65,q_l,0,l,q,FALSE
65,e_a,0,a,e,FALSE
65,r_a,0,a,r,FALSE
65,a_a,0,a,a,FALSE
65,q_a,6803.440663596337,a,q,FALSE
65,q_n,0,n,q,FALSE
66,__e,0,e,_,FALSE
66,e_l,0,l,e,FALSE
66,e_n,0,n,e,FALSE
66,a_l,0,l,a,FALSE
66,a_n,0,n,a,FALSE
66,h_l,0,l,h,FALSE
66,q_l,0,l,q,FALSE
66,e_a,0,a,e,FALSE
66,r_a,0,a,r,FALSE
66,a_a,0,a,a,FALSE
66,q_a,6762.620019614759,a,q,FALSE
66,q_n,0,n,q,FALSE
67,__e,0,e,_,FALSE
67,e_l,0,l,e,FALSE
67,e_n,0,n,e,FALSE
67,a_l,0,l,a,FALSE
67,a_n,0,n,a,FALSE
67,h_l,0,l,h,FALSE
67,q_l,0,l,q,FALSE
67,e_a,0,a,e,FALSE
67,r_a,0,a,r,FALSE
67,a_a,0,a,a,FALSE
